col1,col2
44113,49798
304,46926
38002,7206
10046,8970
24856,15165
19423,34810
43512,49845
23560,12011
12486,18017
23650,6216
34529,39171
18668,28423
11474,10122
17309,28114
37979,32763
14202,24143
18827,33245
9139,9215
24319,8092
32848,5872
9283,38942
9577,10332
27899,21818
21876,31711
30870,16598
36426,36273
15324,26992
18475,35720
21094,7356
41356,21162
15815,33372
40382,31147
844,38297
11784,11327
21823,43327
48822,48735
9830,31827
48350,31746
1498,16888
6933,22180
8359,16077
14815,28045
4843,5217
21583,3323
4763,15551
33704,35486
11486,41280
19447,24323
30169,17275
14843,5486
16087,39545
10038,31191
7278,39032
603,8670
36795,36726
26104,49545
10504,18291
32752,25104
4243,25427
8106,49576
21640,43324
41066,37670
18871,12806
46886,5017
37760,13686
2044,35266
6357,220
10466,22089
24261,49296
17004,17467
37616,25217
5427,47376
38727,10091
26707,17945
45215,45047
11843,11634
35972,20620
42935,48152
5001,9028
21976,9112
9569,47800
19033,25125
11514,20879
20238,31354
34932,10048
7433,7008
26109,28299
43785,20084
49597,17881
25926,27664
48369,2999
1461,45070
39693,43276
15042,22581
6752,43285
11001,13322
353,43661
16574,44620
46160,15131
11724,10620
14816,31005
3182,34431
15102,20057
22827,28724
4812,45573
46513,22852
14048,9409
36883,291
18893,4335
476,39326
19210,36037
37819,10274
8538,15180
20633,2234
49718,11122
15665,30217
17540,16312
244,9690
49861,41455
16188,39182
5377,29541
34954,49721
45219,48092
37506,42280
38053,40263
990,26352
1554,25019
15816,31467
22259,16137
43536,8984
9167,32478
11549,24634
8890,32191
23911,43229
3442,31909
20491,44173
33451,339
898,2227
11961,35978
20166,10304
46206,41614
21580,22601
40726,29086
47869,5767
1739,2609
3910,23421
1261,19499
28819,24018
4828,39885
1127,8615
20600,49099
47687,19215
49102,27790
44690,11820
13852,3533
45145,20054
27907,22218
45271,36386
2922,48721
37744,18576
48648,13592
34606,8059
3230,23817
24846,34969
5468,44800
8657,39482
14929,35644
1479,43315
13450,12388
11935,13564
39070,30020
32084,37887
49099,17242
30292,49482
378,17877
8689,6851
46529,28109
15898,46220
24679,47686
26185,6312
8792,15114
30733,30160
45953,9753
16173,17240
12224,23025
21134,1521
2796,36097
16876,37608
38956,15535
19148,15114
4556,15895
14182,10807
34073,6269
42092,47901
20753,30315
15564,48852
2579,8563
24763,29031
26456,5136
34678,49214
8722,27261
49482,20282
513,5443
5281,7910
17049,20154
11271,17162
11405,6616
49981,21223
38711,25152
836,3715
44925,1845
27720,39681
25529,42423
46197,20884
48626,4872
20869,19391
39202,29756
1175,26406
537,2424
47916,25444
30456,36787
21607,36726
18885,25878
15547,2842
45538,10151
21254,33031
12865,464
23327,20109
35001,8738
48459,19230
20475,31727
15815,1412
49779,22188
42434,45332
49710,27094
15259,27279
12233,31926
40729,11289
39894,18857
12777,48819
21359,13920
9225,34383
43089,37602
15937,19503
18880,275
33012,6377
36741,30762
16085,27707
32723,26920
39256,40691
33087,22163
42820,34561
44222,26175
32415,1510
21014,15813
271,3397
39067,21797
1048,1608
18747,34781
15368,15722
23982,45736
3575,15962
28833,35172
22123,1104
37538,4396
22141,6363
14027,25301
24072,10950
12028,40507
47055,662
14919,12398
19666,35943
18829,2538
19057,22239
43626,12665
25279,8217
43142,38499
12250,6771
2247,17434
26673,25562
46202,4335
33521,26165
8668,24833
46006,22481
40497,19529
18960,29621
32009,3591
33677,3978
20243,17596
43272,29704
22867,5029
41625,29787
18235,11558
24767,49392
27094,40226
20500,26279
43776,4690
6594,13472
16337,13525
12306,10660
13537,23999
17299,6743
31234,16022
37876,34111
12333,31862
4365,32986
32820,7452
1496,45725
19700,38209
42204,49028
13963,48026
27770,14070
24968,28752
23904,44234
32852,3528
9253,23500
44260,46380
48040,42365
34792,39924
45971,36613
11295,2719
42088,21778
40680,39876
38025,41294
12979,14864
5459,48884
9141,7813
24138,370
38880,39690
11749,30734
35352,8086
38885,28284
4241,19877
1201,32426
14916,9409
32548,30668
44563,27215
46768,39831
46687,27342
37804,10414
44476,45570
21920,19437
33660,21133
4267,15206
31757,20066
10269,37859
3706,34694
38468,33935
4330,39315
25798,32301
36268,19681
23687,46953
44308,38396
7433,31618
9260,14697
16503,24474
4660,38186
44410,40296
41312,10641
26844,45558
44489,32557
37525,37405
5860,23271
40828,3199
22423,25513
42897,43982
21170,30169
47493,21530
47415,15821
6931,40364
14909,17549
39248,18980
38729,28078
19206,22998
38663,9935
27315,37747
12038,25227
43671,39234
38535,37692
13053,7144
24721,44159
35433,31507
181,35129
28324,4984
33430,28677
31120,11024
3360,38692
15827,15809
49408,22850
5846,33799
17138,2184
2715,13196
15801,36535
25619,18147
34060,49497
34197,4278
18153,31376
8053,25369
16691,27571
27828,11793
20319,41351
46452,8362
21819,24826
24554,41800
28771,43310
2073,18270
21947,8554
7391,29692
12681,22351
19477,37841
21775,12216
26738,29698
9808,42960
46164,2653
20671,42247
19234,38770
9942,43741
6309,362
31641,33362
47058,12799
13942,8805
23935,3974
16637,5487
36102,4961
6338,4886
26396,4436
7002,35678
23427,30576
24322,39040
21144,48753
6812,20009
16896,11749
15361,14880
41460,16323
24679,18971
13251,12711
9337,23415
39274,12945
44139,46792
26387,16796
49619,1629
38226,45678
3751,15383
46530,25060
25257,12684
17356,40425
49003,29362
13736,16645
12676,16199
6491,47728
13303,19422
5008,11022
24589,27652
26901,29911
18795,8045
21974,29256
15167,3818
46660,42951
18990,43829
31180,15511
12218,22664
25800,43289
18878,43383
12462,13250
11568,25995
25076,45143
3134,1443
45015,46086
11801,28255
40159,38214
23604,22544
26359,5421
28814,47986
1660,4398
43469,21424
26982,38621
11039,22666
39257,18495
21249,11617
27422,24862
36113,33882
20167,31662
7725,29486
19436,43930
22494,21523
3053,539
13655,19292
22839,27461
8678,18844
22638,14381
1146,25686
17322,4559
13366,4426
17681,5061
42729,10539
23753,36284
36893,13014
17110,47300
24782,5899
26255,21821
30282,23822
4336,5038
28342,24100
41279,1526
36818,22390
9757,20732
47161,17095
34917,16181
31261,22395
37822,19824
29838,47148
16448,49536
4432,968
18785,36014
3965,25269
32480,22944
14269,44319
13198,14513
40445,28767
29046,8732
47212,11668
4483,9035
21983,14891
36254,41006
2052,29482
17188,45839
12312,14127
12046,1950
35385,22706
8096,40346
22896,4292
14398,20616
15935,13998
40406,3383
25303,26746
40784,21399
6001,21661
25534,2498
33518,13350
46467,3726
41039,1156
40106,35476
2609,31517
36739,36936
46500,2436
8947,22731
39483,7827
8775,48244
47224,12775
14908,45363
33370,10050
1524,14035
39180,20057
47025,3915
17918,38382
18028,1923
14719,34039
48722,41979
43547,13185
3330,49810
12792,27822
43626,45744
10701,26584
42644,40093
46367,47937
21771,33908
35631,39609
35687,32191
27468,45038
17146,29882
41866,13034
14357,37580
46855,11062
33346,7714
9723,8277
31175,8755
45672,9830
30027,1113
41289,36140
41383,32169
12259,38048
20548,38436
44876,18144
25516,18916
397,19424
28337,46212
22359,12269
44340,48086
45784,48268
5963,18915
11119,24233
1705,3406
28863,37646
25575,37306
47738,21634
3821,25175
45705,42835
34432,8584
29184,25311
47732,44395
17968,23433
42711,47925
30943,23832
3251,7393
33731,23472
26990,12984
18919,4243
35342,38349
14970,31518
15324,17157
30381,25838
5445,3516
49216,6753
34955,22635
48955,44053
40257,47992
22120,8794
15967,46850
20308,25151
48742,10242
15329,44513
44939,36185
29905,7718
30628,7471
17036,13045
35430,45915
34745,16222
48947,10674
11553,38332
9262,5101
19437,23015
33177,4810
12474,25325
1227,15352
47851,9141
30341,16329
36905,8444
26666,31257
384,29752
10922,35762
30979,29039
1952,4504
9379,34773
30561,4264
39453,29206
13069,28987
5205,9473
1306,23863
33947,9715
5007,2383
35646,19161
34899,11704
38249,13323
279,45341
10934,36978
29539,16955
18606,7062
23728,25427
31246,31600
32109,6993
38028,45643
21479,32590
43445,45833
10029,48466
43601,20431
35698,4763
27712,13073
9153,34491
2908,28237
49834,18622
12589,31696
5155,20206
40046,11009
21539,5446
21800,22377
24033,41117
33816,47263
44831,40556
3168,43192
19372,16591
20347,49306
10063,30604
8658,18496
33517,40189
12137,29880
10404,35961
17152,37782
21147,32730
31483,29437
3022,973
39537,9762
28294,17801
17198,2121
1868,23457
13020,7238
46603,787
571,34519
4450,18063
31310,44801
24918,38739
18976,45314
16148,20140
20662,32069
13593,4544
25334,18273
32106,46568
13047,40660
40603,47828
7531,230
5620,10667
40572,33697
3070,17496
28330,2408
2668,39830
31787,2038
47874,45398
31826,25103
18990,3844
6810,45842
17120,49317
18292,17053
43570,24040
44704,13740
28545,12450
6891,9383
16117,44149
4531,37957
4930,38631
32606,31305
32267,45507
12874,38295
40782,12369
32674,2542
20598,15990
30286,513
7286,21352
23065,40625
1086,35425
24237,39253
1456,14688
47748,46422
12893,34605
24583,45081
37159,48529
23439,11803
5769,26171
18272,24698
497,2267
39444,33565
42525,21198
47083,40112
18661,39528
673,6634
6755,45854
43955,521
4531,21711
35626,48665
44370,3297
6650,19397
26589,44816
30132,4535
8590,37433
6210,7099
636,34611
26076,38067
2666,10170
29648,5775
28432,19625
17310,25027
39337,16602
25362,20247
41347,36917
18358,7786
39493,20618
20240,45554
47820,32649
1714,35250
21284,15851
24301,28409
33883,16620
37582,29851
11699,35439
2894,8677
29906,30619
31950,18770
6119,5992
9723,18244
17561,24173
2237,14675
22162,33573
28234,34375
12577,6753
6798,24190
4440,10743
40584,43819
33373,9412
8128,38695
42049,4127
44077,46297
2300,43694
4043,47155
30068,36917
2250,34294
740,11833
35038,5107
10193,20007
18448,19680
30043,12246
49227,44431
27897,40750
2296,40187
43169,76
45113,32771
43817,27085
13980,9669
48335,29937
30259,16701
35093,35063
34868,14905
31894,40268
12156,19457
45385,36907
26368,16108
21584,1542
44561,35127
33005,46950
36549,46528
22752,20150
37078,2444
14431,41739
15292,48703
46360,12355
11699,31983
16103,35693
13640,24688
32439,29351
48777,47946
18722,8219
38515,22429
14378,21973
44503,39414
16721,37481
24254,33368
44442,49438
6504,11595
24000,7404
49295,4965
9403,1041
14447,47318
37130,147
22117,49289
33048,4089
35470,36186
11930,13741
40779,8892
27415,42662
31853,29532
4797,11277
27983,41938
41637,23373
41858,16756
8873,23580
7155,15024
48364,17565
42089,6974
12316,40019
732,45144
48325,14601
22848,7306
20090,2174
11550,4131
4786,47979
13746,11404
29810,40760
47351,33206
9110,30911
41131,2172
35387,26465
25061,44305
43155,43109
41598,27572
41488,48067
11506,46033
24180,36469
42714,15147
45917,39686
1404,25855
12463,42620
42552,30824
21829,26684
21215,26914
29521,41423
20494,3881
4515,23584
30406,24592
45871,11729
4779,41813
33602,35321
31460,14030
49154,2633
31937,5909
10655,27618
44249,34678
48617,44612
49686,36323
48539,38904
10124,32497
3236,35330
27702,28819
42693,22018
46232,43141
49030,19814
23671,44532
7497,15595
3945,41534
47841,20760
19169,42376
6569,28593
47609,36589
41469,39057
31206,46226
8306,3551
46426,16646
4592,303
26238,33089
6781,31542
38761,6869
1662,34830
46585,17825
46932,17766
15393,42139
10163,11334
34909,13925
36209,28282
16709,16232
26535,7065
4858,19666
37970,36992
8247,19685
30869,43810
36260,21566
23396,10503
41776,7300
24488,27139
44565,761
10761,28682
22474,10518
33481,8265
49292,36278
48294,28807
18300,47117
43575,16507
27932,3284
8622,45890
4434,5952
33362,23487
46159,37425
18907,23986
15818,18088
17548,42274
28017,26932
29003,9179
31927,15548
30136,15156
5412,7206
32468,49150
48000,38782
2938,5309
13893,43435
34545,11373
1450,13858
8847,21292
47486,10092
23166,33254
49423,29689
47467,46729
23955,45966
34014,11099
41343,5200
18037,49426
26614,10281
30582,28083
45826,34500
7987,16507
12637,22320
4358,20864
29407,36579
5825,19879
18503,38772
36963,39207
24242,1787
16585,5066
46707,17960
11086,7708
31452,20969
49742,28993
48620,27045
35906,2887
46658,32524
35880,49619
37643,37371
38000,29489
38943,10773
40304,15434
33609,42528
42402,24123
22651,44915
42359,48830
16574,42593
27554,16229
42022,10867
36617,35982
3558,3433
39790,37849
13552,43122
40920,42234
20165,6041
16363,18258
31742,5654
24406,38653
19471,11008
48863,18277
21476,5642
21941,2814
35921,45862
2840,3295
2045,22234
24246,9586
33518,9154
29211,45325
27783,20704
25844,11300
4026,32184
37537,21246
4524,16366
17492,12838
49556,10211
21598,43305
38896,40608
23609,568
35483,23646
42886,42940
24289,35426
18888,42109
4390,39626
32348,9938
19021,20707
45096,41313
44472,24050
49027,27161
24430,47497
7701,3813
30291,16053
35206,31603
28533,3335
38075,16827
28942,36496
10852,25737
10598,15326
19282,42940
45004,26007
3923,45705
15690,380
29775,17036
39611,2842
29736,17524
35837,46057
23390,48352
25174,8992
3131,31084
31923,26639
10386,18489
48780,13715
17966,31551
36572,29353
11958,2009
44814,17731
7071,18724
27119,45762
3916,5703
7595,42073
32702,49917
17494,33319
43055,44263
17167,47322
25758,15449
26386,35465
16328,5242
3786,40504
48046,45476
33562,19930
34908,8246
46914,4574
31477,37448
14516,3229
29199,38974
5950,28485
31214,10558
36404,18948
32796,7358
10628,1702
10526,21767
29427,38204
11173,37591
33612,20872
47434,15301
28665,6356
35555,38318
33747,48940
31344,10396
29428,20197
26688,37587
19154,33316
41701,40492
31991,39749
33076,47708
26078,16058
7234,26244
43985,2085
6163,32238
6602,26913
2584,22671
36049,26756
47804,18515
17987,24552
6896,43562
8086,43565
11039,41527
28321,7796
43693,25818
27224,14173
36527,5387
35649,38010
21572,32573
2710,43030
1834,4844
22123,39143
12870,41021
9517,44569
42251,5163
29766,25404
39820,47084
14986,33346
23367,28733
44098,8413
37129,35505
18999,34904
11558,44483
35863,4973
40349,38386
8991,6663
47547,492
14683,745
4763,6817
44113,28292
10770,39674
36986,10262
3576,20019
34537,27803
2192,14597
21775,29137
9090,40317
30638,11902
26623,14123
6415,19577
10414,30712
15913,24699
34167,42897
37384,18842
4027,40885
7843,15561
12664,32056
27127,48260
33118,28874
47812,27597
16007,10511
47361,47007
8002,17628
13508,21444
26656,2906
25375,16040
4958,40582
22204,35962
41406,20251
26852,6659
18207,35096
3179,16182
42731,34295
10194,33891
42776,16331
46148,32602
1189,8872
46702,12446
46347,2456
31888,24485
36088,37121
2312,18462
12855,4412
14593,14215
4924,23356
26773,43886
23314,46531
30498,26102
19189,46790
1683,34994
17473,11416
29706,24403
40088,6160
19434,5754
14682,34543
28692,23035
47005,49733
41448,12867
34050,15477
3873,1205
17739,31044
45093,31893
30918,4602
24685,21623
42646,11326
12155,4345
10505,117
29609,6647
18391,37860
14764,10797
1402,20532
9166,19297
22726,46139
28931,5887
28893,15708
7248,43791
27745,13616
21739,26523
49319,9608
3725,16578
25760,24517
12320,18518
31206,8505
11678,46940
21591,25105
42322,29353
41294,34148
5923,35351
40847,46171
17135,43780
41731,48926
44415,6564
22720,188
46455,41964
4084,26722
965,41237
16292,37857
3838,39630
40404,34396
33330,1533
31974,21822
38131,48956
22419,49236
11942,34909
20508,39442
32656,6813
24222,44164
44328,38241
19718,41207
38978,14444
23593,21096
21950,16019
38137,13358
39206,4573
31220,44414
4669,25338
39353,34016
29297,19042
13808,7643
15823,39520
9259,52
7965,4958
21309,20881
1909,10008
35508,18072
28721,20532
42778,27852
17348,42795
15333,24782
48731,3880
34093,2895
7281,34219
23548,33338
4340,11274
6414,25756
17250,8383
7684,26035
34801,43941
19668,36010
28412,27041
42464,8179
15434,2366
46989,33485
8557,32476
43176,27356
19853,19099
24380,42441
26574,46228
48027,39367
4780,35764
37584,14074
12913,32936
11440,28673
23319,42452
20793,34881
44450,44475
4396,35024
37779,23009
33668,40159
35564,29667
37194,44380
356,40774
37110,27300
42141,5846
7493,13422
41908,36785
48197,23265
18794,14591
31902,44897
26290,28950
12851,24684
31425,40410
26608,41300
6753,13070
30755,5242
19604,10630
29935,13539
34995,24733
49787,45208
999,26300
40975,49852
31071,35076
38403,43236
14979,28165
34409,15021
12978,26762
43411,25041
13015,37996
12321,49450
28658,12226
16927,9753
38397,38034
21931,9025
38921,2003
25029,16990
35565,22574
32799,5686
2655,48599
1520,3715
34700,35275
1000,12795
19839,47443
34608,44706
20998,46564
7813,10640
8419,45217
45439,38391
41639,48051
9411,16552
34146,19834
44925,31105
4550,35889
38365,27013
14195,23443
7512,19062
20815,24926
12685,45055
23830,12304
2471,48630
42880,23040
8221,37818
12797,27999
42859,20379
35308,18014
3991,3861
8393,3672
18031,40985
40448,27077
6647,12596
19113,42710
4209,17661
26874,38341
35603,16855
24371,41479
2089,32366
43114,39631
17455,24452
3681,47637
23564,2532
30195,17010
45523,41165
18084,16940
38246,31405
25248,49521
28308,45373
11364,12902
43848,46211
41047,4111
16125,40603
30954,6204
23917,32675
9387,34452
1523,11982
21293,7046
30764,41557
39673,28508
13248,32812
41715,30359
40220,45848
301,47205
987,40168
29553,5911
48197,13400
18178,12297
8257,30589
47821,14372
44379,1417
18257,29255
25348,37980
20124,38467
14593,30052
15593,18851
41541,22823
32124,16943
19194,1209
10164,1596
10352,5410
15859,11455
34401,45963
13330,29823
22591,20263
22540,6844
22041,12054
3278,22446
48103,24146
49820,14305
37629,8948
16155,17273
40683,19306
40919,27735
10557,38819
3296,23537
13173,48577
37498,45781
12553,33173
73,37496
35880,29166
18032,29529
30397,35462
6512,827
22442,24295
21737,35430
16257,33755
48741,3251
10107,44081
45344,37658
10821,19487
7919,8512
6963,5338
37460,28503
20756,18962
49841,4299
27635,10711
27,21500
34149,11076
43019,11386
30485,23390
11765,27648
34425,24676
48765,24363
32413,38943
31952,10907
21107,38533
9953,38866
401,46699
17752,13759
778,40424
4704,28484
5866,34642
4975,6315
1606,25751
42067,41649
12686,47413
29038,49455
39344,30685
8292,32309
25581,44469
47794,41733
7611,40367
28201,47896
35288,42793
3645,2756
32270,35093
40597,340
30684,33175
31230,10912
28468,23665
10133,5824
8943,44172
46493,17443
33586,11017
10090,30435
2978,1506
49918,20124
40503,45818
3126,32519
14673,9524
46477,27498
26371,29916
19850,40609
42968,48965
37104,17395
23450,37253
13882,41797
38572,589
33977,17763
37150,40321
22815,43934
6510,27091
22800,38535
22497,13028
8070,6650
18981,48013
6456,36249
21575,17068
44377,33411
47956,18482
42734,3823
23555,43981
30110,34633
4817,35634
3252,22050
2267,48486
46899,108
16559,17422
23757,7251
46011,36675
1856,36407
31479,30075
24354,22045
43197,20919
36790,43590
8978,35227
19393,46030
18059,41111
30300,46100
6206,2519
44717,11916
23511,24239
18379,17705
41513,9512
45637,9974
41685,22749
7522,39111
45412,40393
12637,37242
32509,2970
43980,9194
1679,41753
5011,504
44545,35095
10275,44878
16104,20429
28004,14846
15806,41241
3981,47711
33609,36648
5608,6428
49237,5478
48298,34646
23488,33931
3905,4591
38872,6962
47728,34857
13820,37665
33822,45690
31869,2482
45211,39397
40009,25330
10445,24371
43073,39713
2316,12798
35603,30193
17838,28338
47019,30602
43698,25007
2687,6564
21890,10667
19195,181
22848,3975
35963,29804
12824,42281
46571,28099
45461,33949
11883,25851
43862,48276
34495,24457
49813,13790
8876,33179
41203,7399
3340,27142
45894,13849
25192,8035
3437,3672
12086,19877
10357,4153
45021,48003
11270,24007
24947,28080
33131,16103
372,40493
12328,43592
28930,2903
14300,24862
22637,40129
18729,14403
8702,38296
25601,5094
41057,24144
47664,23721
17310,8888
33912,33851
44183,9595
25665,43546
19405,8721
24138,71
25761,5548
17223,15571
7200,22435
39261,49873
10662,1937
45718,7371
38103,38105
37532,10532
14329,21358
36887,1810
28297,2931
27691,9557
37377,11967
44015,46408
42257,8183
27175,17113
49185,15791
46151,5637
7483,1535
15239,38991
22332,16692
20616,25285
3079,43583
29959,45535
37437,3563
29682,47604
17210,13775
29153,30650
8505,34140
419,31446
15327,14112
26569,5149
2041,27775
43590,46486
20881,33497
14416,22186
47393,18078
32774,34161
29173,14081
1312,35243
12510,44145
16126,39319
34626,5506
31572,5949
19207,16909
1757,42896
26526,7536
2987,29981
47738,8408
34485,16666
25346,21683
33209,29863
34686,47531
41762,30763
3903,31845
23337,28797
3763,39825
19201,30442
4185,1374
1430,30228
12180,42700
24799,46199
49777,9710
11640,26044
11589,5307
43615,47805
13613,36026
43282,40992
16735,26177
35550,41994
2241,48159
40799,30469
269,11241
45007,32037
15253,11362
26198,26067
28625,3721
30105,20180
31782,42321
40114,38812
23727,37088
47786,47665
22961,18278
32703,49471
13412,31860
85,1802
36983,31152
46714,11809
21740,24534
35655,25348
4330,22683
5406,18566
6370,16201
48087,24145
41728,49453
8232,29880
15481,31705
34509,34136
15327,4625
5676,16127
37447,33131
20022,45998
11931,29763
34923,12028
46423,43121
42379,21325
8015,49283
47070,34365
18032,40094
46331,26526
26458,2666
29329,29186
20742,26065
33157,26249
41635,41625
36603,23322
3861,19166
977,19833
12461,38671
3937,17780
28028,23073
10271,2542
28726,696
31254,4002
7695,25326
11755,43486
28016,29287
932,954
36015,1736
6070,24415
19652,32359
23099,8742
29362,46714
13665,3177
8268,14871
13389,32682
22171,37102
6588,44473
42532,44269
27061,4560
7345,44614
39572,41908
16145,29583
6791,31776
30020,28883
47571,40413
3223,38223
9866,45822
27446,26891
8605,13145
21064,30180
40504,28286
37185,13006
43172,28588
247,30690
9482,471
35786,48853
9570,48653
20764,32425
5067,28784
21606,776
16183,26610
33138,21257
10860,11797
25032,37690
34513,40901
37228,43990
16645,34720
49799,14069
29588,17421
8873,2493
38250,1524
31496,35391
5024,40326
29796,46796
40824,46264
27256,10005
43014,47728
1003,36795
32813,46318
18113,48094
35787,17539
47430,35784
31337,16924
4286,6959
13851,22173
20290,23984
26335,44269
2780,1745
41287,23189
43052,37781
46807,41098
5705,23236
17194,31533
5557,11936
7814,36038
33977,26590
10508,48260
14516,40994
5004,19603
5492,48330
37702,32180
13329,37710
2440,43200
39801,33746
16049,1625
47186,30051
21603,34934
16238,35245
47327,5024
2925,28275
29131,25030
27018,18754
37123,6269
33860,38597
9084,10042
16467,4803
38153,39814
47062,25958
26645,35176
27537,44758
29298,22859
1406,29202
3255,44889
11035,11700
38655,49435
34710,29014
5050,25987
3045,33896
19367,30796
9807,28859
36002,1745
9945,45096
39403,17614
7326,8301
46150,46958
45767,26622
40637,14166
18628,22885
26371,16588
37308,33144
48366,13063
17984,35516
36555,2029
38463,18897
12897,17288
34827,13611
44692,47140
28924,8731
34596,28279
10228,18302
48593,46957
28153,11272
47423,24686
2373,18393
14658,26121
7128,20094
25609,42822
41664,32212
35580,7672
47830,36767
8057,16724
33304,20575
38844,37780
9930,20083
21294,36754
11909,19655
9896,26743
21364,8399
41831,27919
1157,21932
39896,46154
19052,23808
7154,15154
38213,474
24713,47440
21697,44703
28401,24463
26885,23270
35138,9882
40955,3177
6136,1943
23837,15039
11553,33225
37292,7029
28372,36911
20237,19397
33651,21734
9864,25013
25780,48797
45111,47161
13531,35709
44681,22066
39136,30017
4503,31765
13064,18730
2228,3541
23025,47392
41944,8627
14865,26624
7588,23456
27773,43115
34702,37304
14501,31621
28217,26423
5691,25642
28576,45587
27616,8634
45695,16544
48226,33799
46513,25101
5925,17305
43498,43827
36652,36444
32979,31397
48713,44948
10219,47972
5499,23725
15726,6942
45575,49359
9179,10604
17411,37759
28166,2410
11460,32301
10403,33634
13960,8883
24427,40762
2898,32913
28412,17482
28776,11199
3690,23098
40201,34806
42461,49344
32742,37268
27044,5479
21725,16911
21567,29211
20835,6017
43837,18594
28268,36784
12568,42643
46131,2443
45690,25814
3535,23949
652,20036
24656,33494
31504,10598
24815,34003
17000,28643
19129,23946
6928,34059
1374,26051
36710,14899
11443,47497
39080,39225
13479,32370
3036,22772
47951,10940
16344,41916
6684,38299
40049,30204
3752,37313
37237,25030
20698,25350
31976,12155
4216,36833
33654,14347
46081,46546
49458,35217
21846,25944
8406,49549
10424,22180
16477,29471
7338,14027
40013,36570
46259,41577
18173,23384
24926,41641
3055,22908
34691,28837
49800,19913
5742,8256
39962,21414
35939,11674
7931,7329
42955,41712
8673,14398
46884,36867
31692,25854
17748,20124
3515,45559
39688,23507
3650,39488
7185,12425
2298,7432
31004,45327
24428,8843
6915,33803
8819,10983
28651,20719
13828,17475
4942,47689
15459,16895
12527,6329
27972,18688
45865,45746
41589,1707
17375,407
38078,36301
532,20694
31922,9807
43383,47296
37439,4710
19710,48258
19423,42766
33254,15156
20570,29456
12729,36690
3068,39218
41594,14260
37252,38689
4024,43950
16234,40188
30364,18149
13561,45492
15541,38068
2234,31318
21802,33052
5654,6983
9006,11835
5512,48422
13661,43349
37169,26517
29941,28630
5090,12278
32591,8226
2567,25186
10377,23183
49422,25418
240,3874
11080,33038
16264,21977
20070,1491
45742,33417
19533,24510
43484,1032
2454,12904
4578,17673
11067,323
15169,20805
1752,48822
25234,13113
4954,17675
20349,2002
39125,22130
45027,37268
14134,11023
7071,10140
38871,20761
28817,29414
39836,40900
13028,33527
45161,31475
5750,47082
40615,44550
21600,49737
25567,7211
21994,26879
42590,44213
34671,10175
33915,42711
41582,46331
8742,7338
42948,9084
27846,16706
10890,15352
43571,22331
24790,26662
2416,31072
33085,11183
48954,23580
17550,49331
49769,37314
13556,11265
1040,4087
15598,43690
41343,25960
34943,29725
34559,12459
34066,19128
21812,48014
4235,37980
40924,9772
37338,27273
3131,41127
14695,37638
15043,2652
7320,48750
43702,4271
30131,12662
29682,25677
20691,37966
13055,25126
6552,6993
37396,32475
42107,43239
21876,41683
36969,15570
12667,35780
400,42845
300,48428
44065,41491
20298,46198
2968,27027
30731,16395
26180,18230
9112,13517
47186,506
20790,7043
6180,14097
29834,3873
14158,49641
25395,4569
24276,35162
44145,34645
10625,41989
37565,8373
38260,28758
9839,42168
1812,2047
28750,27817
37648,21683
9769,21926
29703,46562
41525,43056
35498,3061
7742,9245
974,16279
39217,47033
17146,7433
34994,14482
42104,10399
41159,21699
17061,30023
40095,25972
45088,4820
42121,48295
34425,14905
16935,10193
41498,45214
44204,20522
33401,42846
20808,42308
14829,18957
32448,10605
11726,33046
34807,7082
17252,45875
7590,48434
11469,36143
9917,8859
39959,25361
29847,46320
26362,4983
17601,18130
40208,36022
36664,19777
9470,13406
38795,26094
16590,15776
26002,7404
39528,28623
4969,28382
33566,14709
32414,32629
9913,32234
16932,20618
39602,35232
16423,20351
29629,934
22645,17789
27083,8070
32424,7552
23010,14840
7572,16515
22999,33043
32014,39329
7642,48439
